title,content,rating,username,genres
One of the Greatest movies i watched in my entire life.,"I have followed Makoto Shinkai's older works and most of them really have a bad ending, though still good, but this movie's sweet. He really know how to play with our emotion, especially for his work's fans who have followed his works, i'm hoping its not a bad ending during the entire movie.But man, this work is a true masterpiece. When i looked at Makoto's older works, I suddenly think, he had the potential to beat Miyazaki's spirited away, and there he goes. I'm not saying this is better than spirited away, they had a different genre and makoto had his own stunning style.How this piece of animation would turn my emotion really hard? Even Spirited Away, When Marnie was There, and 5cm per second can't do that. This is a movie that you must watch before you die, really.",10.0,Anonymous,Animation
"Yes, yes and yes!","Absolutely fantastic! Recommended for everyone.Just watch it.Amazing characters, scenery, city life and town life, story. Everything is just wow. So fine! The suspension, the empathy, the scenes. The thoughts. It's playful and pleasant, but serious and funny at the same time. It makes you want to feel it and live it, while you just keep cheering for everything.This 1.5 hours was one of the most well spent time in my life. It was so good, that I actually sit down and wondered why we can't we live like that? Why can't we be in that village? In that anime Tokyo?Every minute is a time well-spent. It's a time SO well spent, that I was afraid when it's going to end. I literally just realized that this would be the end of an anime. Than this would be the end of an hour long movie.I was so afraid when it's going to end. It borough such a beautiful and marvelous utopia before my eyes, with all it's mistakes, conflicts. That I actually wanted to live there. I actually realized however, that I'm not good of a person to be worthy of such utopia.However it is very close to reality. Every time something out of order happens, you remember. This is a certain reality. People can die, be ashamed, punished. Everything can end in a tragedy. But when something wrong happens, nobody really cares.. and I was like: ""Why? Why aren't you moving? Are you not afraid for your lives?"" Than I remembered.. this is a certain utopia. Even for the people who live in it. Nothing bad happen to them, nothing really could. They are peaceful, good people, in a modern world. Nothing bad happened in the last 3 generation, why would anything happen now?This movie gave me a new set of feelings, viewpoints, happiness, thoughts and desires, I might have lacked or just not realized before. I'm really glad I watched it. It was a piece from my dreams.",10.0,Anonymous,Animation
Must watch,"I started watching this movie with high expectations,but somehow this movie managed to be exceed them.Movie didn't just look amazing,which is expected from Makoto Shinkai,but story is amazing as well,it manages to keep attention of viewer from start to finish,and as movie progress it just gets better and better.I think that everyone that loves movies should watch this.Even if someone doesn't like animated movies they should give this movie a try.Also i love how some little things that at first seem meaningless at the end of movie get amazing meaning. Personally i think this is best work that Makoto Shinkai made by far,its above all of his previous works,and doesn't have flaws that some of his other works had.",10.0,Anonymous,Animation
"What seems to be a silly premise evolved into something even more trifling. But with its unbearable charm, it worked astonishingly well.","Your Name (Kimi No Na Wa) tells the story of two teenagers with vastly different backgrounds. One is a boy who lived in Tokyo and has the word ""city"" described all around him. One is a girl who lived in rural town far from technology and anything interesting. One morning, somehow, they found out that they have swapped bodies. Together, they must help each other find solution in daily life problems, and solve the mystery of the reason why this whole conundrum started.This may sound like your typical body-swap romantic comedy situation, but you may find yourself on the wrong side of the spectrum as this movie takes you into an incredible journey. With a storytelling so divine, complex, yet understandable, this movie captures the essence of what romantic comedy movies have lost nowadays, a heart and a charm to lure you in.Japanese animation movies tend to have a bit of a stereotype, but the movie successfully shown very little of that. Transitioning from one scene to the other effortlessly, Radwimps deserves an incredible applause for their talents in the movie, as every song and every score fits perfectly to the scene currently shown.Although the movie does end in a predictable way, the voyage to that predictable end is more than enough to keep you satisfied. There are some usage of stock characters and several clichés throughout, something that maybe will drive some of the audiences away or cloud their judgment. But beside all that, the story is still original and well executed.What seems to be a silly premise evolved into something even more trifling. But with its unbearable charm, it worked astonishingly well.",9.0,Anonymous,Animation
why YOUR NAME is the best animated movie of the last five years,"Your Name is a journey about growth and having the ability to bounce back when thrown against overpowering hardships. It's a journey that focuses on human emotion that are larger than time and space. It's a journey of where we watch our protagonists struggle again and again against destiny. And it's one of the greatest animated journeys you will ever experience.Watch the review at https://www.youtube.com/watch?v=p7v32c900F4 and / or read along hereYour Name follows a girl from the country and a boy from the city who have never met that switch bodies when they dream.This movie may seem like your romantic-comedy body-swap situation. But it will surprise you how in depth the gets. The storytelling here is top notch, because you understand everything, but when you think about it, the concept gets quite confusing, but because of the brilliant direction my Shinkai, he somehow makes it understandable.The two protagonists are the driving force of the film instead of Shinkai's normal eye candy visual sell outs. Within the great writing are actually some very funny and memorable conversations. The comedy works well to add another layer to the great chemistry between the protagonists. Props to the actors.It was just so fun watching the dynamic feelings of these two and I loved how the two genders figured each other out while inhabiting the others' body.I was a little confused when a lot of the first act is dedicated to the girl, without really seeing the movie from the boy she's swapping with, his view. But the movie surprised me when something happened to the girl and we see the boy for most of the rest of the movie. So actually the screen time for both protagonists were quite similar. That blew me away.If you delve deep into his work Shinkai tends to break the forth wall often in the way he portrays emotions. He, in a way, makes you reflect upon your own life, and all his movies are really, really relatable. He makes you look back on dark times, times you don't really want to think about again and he says a different messages every movie.A big part of the film was it's editing and sound design. This all helped with the immersion. Every scene is dripping with hidden details covered in immense beauty sugar coated with an outstanding soundtrack played by Radwimps.And although the end is predictable, it did what 5 Centimetres Per Second didn't do. It left me satisfied.What seemed like a stupid idea turned into Your Name. And it's not just another Japanese animation.There are so many scenes where it feels like the Shinkai just pulls the rug from underneath you, like the movie doesn't always follow the normal routine. I felt so many emotions in this movie.It grips you in that way and shows that every second in the movie and in life is important.This movie takes every awesome element that Shinkai has ever used in his films and are all constrained into this movie. This film has jaw dropping photo-realistic visuals with beautiful Japanese voice work, great cinematography, laugh out loud comedy, gripping story, insane twists, looming soundtrack, heart racing action, unforgettable quotes.But the best part about this movie is that it has very few mistakes. Everything is in the film for a reason.Still, I don't feel like I've covered most of the points of why this movie was so good without spoiling anything.But I can say that when I watched it, it was something special. Looking around at other reviews and forums, I have a feeling, that this will be regarded as one of the best animated movies ever made.A+10 / 10Watch more reviews like this at https://www.youtube.com/channel/UCfNozbWd9SJYYwLK2zYn_AA",10.0,Anonymous,Animation
Creative and stunning but...,"The animation in this movie is absolutely stunning. The creative twist on the red string of fate also captured my attention.However, I found the characters underdeveloped. They had little personality to them. In a movie supposedly meant to move you, I did not root for the characters to prevail or even relate to the characters. For that reason, I couldn't give this movie a higher rating.However, it is an absolutely stunning movie, and I throughly enjoyed the more ""movie montage"" moments and the corresponding music.",6.0,Anonymous,Animation
Amazing,"A true masterpiece of an animated film. Nothing i've watched has come close yet to the magic Makoto Shinkai has created with Your Name. The story is so seamless, the plot twists are so expertly woven into the plot and nothing ever felt jarring or unnecessary. The characters are loveable and you do root for their journeys to find one another, and when they do, it is so satisfying. The most satisfying ending I've ever watched. The animation alone is absolutely stunning! 10/10!",10.0,Anonymous,Animation
I made an IMDb profile just to rate this movie 10/10,"I don't have much to say because I'm completely stunned after watching this movie. This movie is unbelievable. It's one of the best films I've ever seen. I just finished watching it about an hour ago, and I'm still reeling.Reader: I don't know what you want from your films. But this movie is one of the most charming, transporting, amazing movies I've ever seen. I cannot recommend more.",10.0,Anonymous,Animation
Hold onto that feeling,"Just a small town girl, living in a lonely world. Just a city boy...No, wait. Hear me out.Granted, it's initially hard to sell Your Name - a meet cute anime twist on Freaky Friday - as a worthwhile recipient of its considerable, well-deserved hype, rather than a big screen, big budget rendition of Fruits Basket. But the hype is real. Inauspicious or not, writer/director Makoto Shinkai's film is somewhat of a genre-bending game changer - a film so special that the struggle to properly do justice to it leaves me resorting to inelegantly cherrypicking from a slew of contemporary allusions (the elegant loneliness of Murakami; the mischievous whimsy of Wong-Kar Wai; an Eternal Sunshine of the Spotless Mind interwoven with The Breakfast Club with the most imperceptible pinch of your average buddy cop comedy comedy for spice), while it is still far more than the sum of their parts. In short, it's one of the most unexpected, simple but profound, entrancing, and poetically beautiful films to cross screens in years. It's as fun as it is melancholy, as unforgettable as it is sweetly unassuming. Even better - it's that rare anime where comparisons to Studio Ghibli aren't simply lip service, but actually warranted in terms of exquisite, painstaking heart and attention to detail. Yes, really.But such lofty praise is actually far from the spirit of a film that goes about its remarkable business with a cheeky subtlety. Shinkai wisely plays off the initial silliness of his concept, with the early body swap sequences staying rooted in lighter, bawdier humour, playfully portrayed with a springy, sassy wit keeping even the broadest moments no less human and adorable for their broadness. The conceit itself is kept indifferently vague, apart from the haziest of nods to traditional spirituality - it's not the 'how' that matters here anywhere near as much as the 'what.' Similarly, there's a clearly delineated dichotomy between the two protagonists' 'tradition vs. modernity' milieus (with larger, extrapolating themes of supplanting history and cultural longing spanning generations to be teased out by those keen enough), but Shinkai is content to let the contrast sit, rather than milking it for shoehorned theme, or garish social commentary.More than anything, the film captures that ethereal but omnipresent sense of vague dissatisfaction, longing, and persistent but directionless striving that is bound to feel almost achingly familiar to any given audience member, regardless of age, nationality, or standing in life. Shinkai takes a distressingly familiar sense of ennui, and infuses it with a melancholy grace, a feeling accentuated hugely by the film's simply gorgeous, sweeping artwork, infusing panoramas of mountain-dwarfed Japanese countrysides and bustling Tokyo skyscrapers with an unbelievable level of composition and care. When the film glissandos into a third-act twist that is as devastating as it is unpredictable for all but the most eagle-eyed of viewers, it transcends into a piece of larger-than-life folklore, conjuring an almost feverishly heightened viewership that redefines magnetic, before culminating with a quiet grace note that ties up the emotional knot in ways both elegiac and unforgettably uplifting. It may sound like a perennial squall of emotional peaks and valleys, but Shinkai surfs it with nonchalant poise, with his rock-steady pacing lending the film an almost uncanny gestalt. Upon the arrival of the closing credits, don't be surprised to hear a wet gasp, equal parts tearful and jubilant, erupting from your throat, unsolicited. You won't be alone in doing so.If there are any imperceptible faults to be found, it's that Shinkai's perhaps inevitable leaning on anime tropes do, at times, dip the film into conventions it would normally nimbly leap over. The occasional conflict-expanding plot device or bombastic musical interlude, particularly in gearing up for the film's climax, strain convention in ways that are only startling in their inconsistency with the film's customary elegance, while lead actors Mone Kamishiraishi and Ryûnosuke Kamiki, while both lending credibly commanding voices, are as hyperbolic as they come in their grunts, gasps, and other verbalizations reacting to their bizarre circumstances.Still, these are the faintest blemishes on the face of a truly beautiful, touching film, that truly demonstrates that the affective potential of traditional animation still has many wrinkles of uncanny power yet to unfurl. So do yourself a favour: believe the hype. Invest in Your Name. If you have any space amidst the ensuing deluge of feelings, you may just thank yourself you did.-9.5/10",9.0,Anonymous,Animation
As Deep as the Mariana Trench...,"... and as intricately woven from an abstract and mysterious loom. Using spectacular animation to draw in the viewer and steal their attention this story of finding love, of finding it in yourself and others, may well have you occasionally scratching your head. Don't worry, you're not alone, but there are plenty of resources online that can help you recompile what you've just consumed in order to make more sense of this beautiful, enchanting and imaginative Japanese composition.",8.0,Anonymous,Animation
"Not horrible, but didn't knock my socks off either","I've seen quite a few Japanese movies. This one was just ok in my book. You know that feeling when you lose interest in a movie and wish it was over? That's how this movie was about 3/4 of the way through. It was compelling in some ways, but in the end it turned out to be mediocre. Think the 8.4 rating at this point is a bit high.",7.0,Anonymous,Animation
One of the most beautiful films I've ever seen,"This film will leave you speechless - it is quite simply one of the most beautifully crafted films I've ever seen. The animation is breathtaking and possibly the most beautiful animation ever put to screen. There really are no words to capture exactly how it makes you feel because this is simply a film that will move you in inexplicable ways. Sit down, enter the world thatMakoto Shinkaihas presented to us and soak in all of the magic. Un-be-lievable experience!",10.0,Anonymous,Animation
7.5/10 - An Interesting Film With Beautiful Visuals,"Your Name. Is the first anime that I review, I think, and that's a very adored anime almost all over the anime community, from what I've seen. I haven't read the visual novel, btw, so the review will solely refer the film.Your Name. Is a romance/drama(/fantasy?...) film, that follows a Tokyo boy named Taki and a small town girl called Mitsuha, as one day they woke up one day and found themselves one in the body of the other. I won't spoil anything, but I'd generally say that this film is about the bond between the both of them, and bonds in general.I like a lot of things about this film, and I'll start with the thing that everyone who've watched this film noticed - the animation. This movie is simply stunning, visually. It looks so colorful and vibrant, and I really like the animation's aesthetic. (especially in the opening shot and in the surreal scene with the red string)
I've also enjoyed the plot, overall - it kept me interested, it has some interesting concepts in it, and I like the overall structure of this film. The string/line motive is quite cool.The soundtracks slaps, too, and it really fits the tone of the movie.Now, I have like one major issue with this film, so, yeah.The issue - Taki is criminally underwritten. Like, okay, the viewer can pick up on some things that we're only shown briefly to gather info about his character (which is another praise that I can give this movie. In a quite subtle way, the film shows us from time to time info about Taki or Mitsuha's personality. I appreciate it), but like, come on. He really feels underwritten and underdeveloped, and even the subtle stuff that we're shown never really gets discovered during the movie. It doesn't mean that he's a BAD character, but I feel like the movie could have dived more into his character.So, overall?I like this film a lot. I had fun watching it, it was beautiful visually, the message and motives are cool. Taki is really underwritten, which really takes this movie down, but Kimi No Na Wa. Was generally interesting for me, and I had a goot time. I'm feeling a 7.5/10 on this one.",7.0,Anonymous,Animation
Overrated AF,"When I first saw Your Name, I enjoyed it for the most part. I thought the pop music montages and dialogue were pretty cringey, but overall the film was visually and atmospherically impressive enough for me to fall for it.After a recent rewatch, I was actually shocked at how emotionally manipulative and utterly devoid of substance this movie really is. I'll break everything down for this:The body swapping is a fairly generic idea, but they could have done a lot with it. Unfortunately it fails on so many levels to further cement the idea of the two protagonists exploring each other's lives and personalities, and instead the movie tricks the viewer into thinking that this actually happens. The two leads never learn about each other's lives from swapping bodies on any emotional level, instead those cringey montages that I mentioned before gloss over this important aspect that should have been more properly handled. This is also extremely problematic since we're supposed to believe that Taki and Mitsuha actually fall in love with each other, but we never find out why. They don't learn anything from living as the opposite gender either, in fact the story relies on breakage of character for comical effect. For example, the normally androgynously behaved and chilled-out Taki acts like a sporty, aggressive, manly-man while in Mitsuha's body.SPOILERS: The second half of the movie is just as disastrous as the disaster it depicted. Not only does it abruptly drop the comedic tone of the first half of the movie, but it handles disaster and loss rather badly too. It relies far too heavily on the protagonists making dumb decisions, wasting time complaining about nothing, retardedly running around for no reason, and idiotically forgetting each other's names. All this is made even more unbearable by yet another wave of godawful pop music montages and cringey dialogue.In the end there's no emotional loss in Your Name. There's no sacrifice, no learning from your mistakes, because in the end the protagonists just reverse the timeline and save the day. But now they've forgotten about each other forever? Surely there's a bittersweet ending? Nope, they get reunited and live happily ever after in the end, that's what happens. That time wasting ordeal of running around and forgetting each other's names meant nothing in the end.Even though there are also many MANY plot holes that I didn't mention, Your Name's number one issue boils down to the atrocious writing and badly thought out story and characters. I still adore the film's visuals and immersive atmosphere, but it simply falls flat as a story.",4.0,Anonymous,Animation
I made an account just to tell you to watch it.,"No spoilers.Just made an IMDb account just to give this movie a 10. I've never reviewed any movie online before. But this movie is a perfect 10, and if you haven't watched it then you're missing out on so much.The music, the characters, the voice acting, the plot - literally all 10/10. You'll feel all sorts of emotions watching this movie. Easily one of my top 5",10.0,Anonymous,Animation
