title,content,rating,username,genres
Brilliant,"Before seeing this, I knew I was in for a treat, given that it's a Scorsese movie, but The Departed was even better than I expected.The acting is outstanding. Leonardo DiCaprio gives what is quite possibly the best performance of his career. Even the people who hate him admit he did a good job. It's turned some haters into fans and my brother who despises him even says he was great. Matt Damon and Jack Nicholson give their best performances since The Talented Mr. Ripley and As Good As It Gets. Mark Wahlberg almost steals the show with the best lines. Ray Winstone, Alec Baldwin, and Martin Sheen are good, too.Definitely one of the best films of the 00's. And easily one of the best remakes of all time. It's intense, funny, exciting, suspenseful, superbly acted, violent, has great characters, and has one of the most shocking scenes I've ever seen. And there's not a boring moment in it's two and a half hour running time.The film will most likely be nominated for picture, director and adapted screenplay, and in my opinion, it deserves all three of them. DiCaprio and Wahlberg also deserve nominations.See this as soon as you can.",9.0,Anonymous,"Crime, Drama"
Fantastic Bro,"Excellent. A great, great movie. I saw it last night at a special screening and must say it was a tour de force. Even though Boston is not really a gritty town Scorsese was able to capture a darker side of the city. Coming from that area, I am always concerned when actors put on the local accent as it tends to be distracting rather than supportive. However, with local pros like Damon and Wahlberg they were able to really grab hold of it and not go overboard... most of the time. The true stand out performance has to go to DiCaprio. He has really come into his since hooking up with Scorsese, having scored a number of original performances all of which have expanded his range. He really snagged onto a deep and tragic character and created something that will hopefully be recognized come awards season. One of my favorite aspects was the friendly hostility the characters had for each other. It is a specific trademark that I have never noticed in any other city. In Boston, when you are really close with someone (or not really) it is, more or less, a requirement to bust their balls and shoot cruel insults back and forth in rhythmic banter. That detail was extensively realized in THE DEPARTED and I doubt anybody who was raised outside of the metro Boston area, or at least visited at some point, would find it nearly as hilarious as those who were. As for Scorsese's direction, I think he scored big with this one. While many have criticized that his movies have become more commercial I believe that he has just evolved. There were some classic Scorsese moments here, my favorite being a scene where DiCaprio is alone and packing his things in his apartment. Beautifully cut and stylistically directed. Is it his best effort? No. But it still is truly mesmerizing. He has created something truly special from a city that is highly underrated.",10.0,Anonymous,"Crime, Drama"
Whatever I say does not do this film justice,"The DepartedThe screenplay: Top NotchThe performances: all-star cast delivering all-star performancesThe music: perfectThe Directing: Martin Scorsese at his finest and that is saying something.Once again Scorsese delivers a film that meets or exceeds the expectations of its audience in nearly every way. There are moments of incredible tension, violence, and drama, moments where characters reveal their vulnerabilities and weakness. Comedic moments and moments of sadness and through it all a multi layered and brilliant story is told by an American film maker who once again proves Harvey Keitel correct when he said, ""Maybe he (Scorsese) got what he deserves--exclusion from the mediocre.""This film is Scorsese's finest work since Raging Bull, but it is not simply about Martin Scorsese or the amazing screen play by William Monahan, it is more than an amazing score, and great cinematography. While many of the accolades for this film belong to those behind the scenes people who envisioned and directed this film. One would be remiss to not point out the great performances of an all-star cast, many of whom deliver the finest performances of long and storied careers. Martin Sheen, Alec Baldwin, Jack Nicholson, Leonardo DiCaprio and Matt Damon deliver incredible performances.However the performance that stood out for me was Wahlberg, Mark Wahlberg's Sgt. Dignam stole every scene he was in, and he shared screen time with each of the afore mentioned actors. He gets to deliver some of the best lines, and with every scene he leaves the audience wanting more, and anticipating his next scene.Since The Academy has had its collective heads stuck  for so long, mentioning a Scorsese picture and Oscar in the same sentence seems to be a waste of time. That being said I can not say if he will finally win the Oscar that he has deserved for so long, as his major competition (Flags of our Fathers) has yet to be released, I will say that I expect to see Wahlberg nominated for best supporting, and Leo and Damon will be pitted against one another once more, this time for best actor, Monahan will be nominated for writing, and of course Scorsese will be nominated for director. Also, it goes without saying a best picture nomination will be in order for The Departed.That was the long version; the short version is if you like a movie with incredible performances, direction, music and visuals. If you like a layered story that is not formulaic, in short if you appreciate film making and story telling at its finest then see this film. Even with the glowing reviews of myself and others, and the high expectations they will undoubtedly bring I assure you that you will not be disappointed.",9.0,Anonymous,"Crime, Drama"
Hands down the best film of its genre/one of the best films of the century,The plot line of this film you could almost say is a Shakespearean tragedy. Beautifully written with surprise reveals. Casted perfectly and Howard Shore's score works great to bridge together the scenes. It's honestly as high of a 10/10 as you can get.,10.0,Anonymous,"Crime, Drama"
A gripping and unique crime drama about the duality of undercover work,"I got to see a sneak preview of it, and I must say: the BEST film of the year so far. Scorcese is at his best and truly deserves his anticipated first Oscar for this film. Also notable are the performances of Matt Damon (such a great ""bad-guy;"" he really must do stuff like this more often), Leo DiCaprio, Jack Nicholson (as always), and Mark Wahlberg (best since Rockstar). However, some in the theater with me who had seen Infernal Affairs did say that Departed did not live up to the original. I have yet to see Affairs, but I honestly believe that Departed was pulled off well enough to really bring in some respectable awards in the upcoming season.",10.0,Anonymous,"Crime, Drama"
Scorsese the king,"This guy never misses, i didn't liked this movie, i loved it! One of the best cast i've ever seen and maybe one of the best plot twist too. The acting of DeCaprio and Damon are insane, without forgetting Jack Nicholson who is forever one of the best of all time. One of my fav movie oat, i really recommend it.",9.0,Anonymous,"Crime, Drama"
The Film with it All. Perfection.,"Arguably Martin Scorsese's most action-driven production sees a high brow cast rise to their assignments and add their own special touches on an already glossed finished product - The Departed is simply flawless.An undercover agent and a spy constantly try to counter-attack each other in order to save themselves from being exposed in front of the authorities. Meanwhile, both try to infiltrate an Irish gang.The Scorsese collection is a breathtaking phenomenon, epitomising his dedication and class in the industry, still, today, the 79-year-old continues to provide entertainment for our film-loving pleasures. The Departed was released in 2006 with Jack Nicholson, Leonardo DiCaprio, Matt Damon and Mark Wahlberg (as well as many more great actors) star in the crime/drama. DiCaprio even called his only one-to-one scene with Nicholson as ""one of the most memorable moments of my life"". Scorsese described the film as one of the few he has directed which ""actually contains a plot"", as absurd as it may sound at first hearing, The Departed is a controlled picture which isn't forced, it understands the correct balance of speed in its depiction of the timeline and doesn't sway a favourable way. The watch is well-measured and keeps its audience enticed by its uncertainty and regular sharp turns. 5 Academy Award nominations and 4 wins, only Mark Wahlberg's Supporting Actor nod was turned away, the film picked up a total of 97 awards most notably for its sensational image and the magnificent, artistic work of Scorsese who catalysed the production's success. The writing in the play is infectious with clever exchanges implying nothing to its spectators, credit to the crew who unpicked Alan Mack and Felix Chong's thrilling Hong Kong picture Internal Affairs and adapted it into a trope of cinema.An Irish Mafia tale fuelled with excitement and amazement. 'Entertainment Weekly' put it on its end-of-the-decade ""Best of"" list, saying: ""If they're lucky, directors make one classic film in their career. Martin Scorsese has one per decade"".A signature Scorsese stunner strikes again!",10.0,Anonymous,"Crime, Drama"
Scorsese is at the top of his game,"THE GOOD:
An absolutely stacked cast gets the job done by bringing their multidimensional characters to life and propelling the story to new heights. Scorsese directs the heck out of this one, effortlessly pacing the film from one scene to the next; there's never a dull moment. The script is clever, deep, and straight to the point. The dialogue is perfect. It's just one of those films that is so incredibly entertaining and enjoyable but also full of rich thematic elements and deft filmmaking.THE BAD:
Yeahhh there's nothing bad about it.WILL I WATCH IT AGAIN:
Of course, there's 10/10 movies that are difficult to rewatch for a multitude of reason (se7en) but this is not one of them.",10.0,Anonymous,"Crime, Drama"
My favorite crime movie of all time,"I guess the title says it all. A master craft in storytelling and acting. Intrigue, suspense, action, and breathtaking performances by all involved. 10 stars from me.",10.0,Anonymous,"Crime, Drama"
Enjoyable thriller but there are failings and missed targets across the running time,"The war between the police and the organised crime in Boston has reached new heights. Both Oliver Queenan and target #1 Frank Costello have placed a mole into each other's organisations. Billy Costigan is selected to infiltrate Costello's ranks thanks to a family background of criminals and working men, meanwhile Colin Sullivan has been groomed since youth to come up inside the ranks of the BPD. As Costigan makes progress it becomes clear to his police superiors that they too have a rat feeding information outwards. With only Frank knowing Sullivan's identity and Queenan and Dignam knowing Costigan's, a race begins with the first one to expose the other winning.Having enjoyed the original film, I was quite looking forward to this film and not really worried that Hollywood would mess it up. In a way it does deliver but it is hard to ignore the problems and failings in the film and if I didn't realise how IMDb put together their top 250 list, I would be amazed that the film is running so high up it. The original was a tight cop thriller which I remember thinking owed much to American cinema in style and tone, so surely America can only do it better? Well, if not better then this is certainly bigger, with stars oozing out of every pore, a big director and a long running time. In regards the latter, the film should be commended for moving slickly through the 150 minutes and not feeling as long as it is. The fact that it is cool, engaging and quite exciting will be enough for most audiences and indeed the sheer volume of positive votes on this site shows it has struck something of a chord, but this is not to say it is a classic and those putting it alongside Goodfellas are simply out of their trees.The script here tries to give more room for growth to the characters, to explore their feelings outside of the tension and fear of their situation. Unfortunately this produces many scenes that are a bit dull and unconvincing as they attempt to deepen the material. Specifically I am talking about the thread involving the girlfriend, her scenes add little and the dialogue in the session scenes is obvious and, as a Sopranos viewer, I was surprised by this. A secondary downside of this (although not totally to blame) is that it is not as gripping and claustrophobic as I would have liked. Yes it is thrilling at times but I wanted it to be consistent like a real cat'n'mouse game with the noose tightening palatably around each character's neck as they raced to hang the other first. The ending is also a little less effective than it should be because, added to the original's strong ending is an extra scene that doesn't have a strong foundation and is not as good as it should have been.Ironically for such a starry affair, some of the performances are a bit weak, and I'm thinking specifically of Damon. He never seems like the flipped version of Costigan and I never really got the feeling of him being trapped, panicked and hunted in the same way as his opposite number was. Conversely then DiCaprio is pretty strong and is convincing as he loses himself into Costello's gang of murderers. He works well alongside a scene-stealing Nicholson. At times he threatens to completely tip over into ham but for the most part he is just larger than life and provides a lot of energy to the film. This energy is harnessed well by director Scorsese who directs with this usual eye for a setup and also an enjoyable soundtrack. The use of sudden stops in the music and quick cuts is perhaps a bit much to get used to but it is strangely effective. The support cast is impressive in depth but they are not all that well used. Walhberg has all the best lines but it seems like he has wandered in from another movie at times and, funny as he was, he is never the developed and involved character that he needed to be for the way the narrative required. Baldwin is the same although he is more restrained and fits better, while Sheen is a nice touch of class. The woman playing the girlfriend is as weak as her material and although she did have an important part in the story, she adds very little beyond the writing on the page.Overall though, this is a strong and professional film and it is a shame that it isn't as good as I wanted. The attempts to paint detailed and complex characters makes it interesting but not as convincing as it needed to be  with Damon in particular left out there with little to work with in comparison to DiCaprio. The moments of slick tension and action are very good though and the only downside was that it made me wish for more of the same and that Scorsese had focused on keeping it tight and taut in the same way that the superior original had.",,Anonymous,"Crime, Drama"
No reason to vote,"I was excited to see the movie because of the cast and the story. I was very disappointed after 5th minute because it is the same exact copy of the movie INFERNAL AFFAIRS '. The scenes, the story, everything is the same. I would understand if they used the story as a base and made a movie out of it but I will not accept it if the only thing they changed is the cast. I cannot make a good comment of the movie because it definitely is not a movie of it's own. There is no excitement of watching the movie because I know what would happen on every scene. I will give my vote to the actors only because their performance ( especially Leonardo Di Caprio )was very good but that's all.",7.0,Anonymous,"Crime, Drama"
Better than Goodfellas?,"Dare I? Dare I say it? This movie is better than Goodfellas. There, I said it.I saw this latest Scorsese film at an advance screening. Needless to say I was expecting a lot  more than I thought this director (of classics like Taxi Driver but lately of Gangs of New York) would deliver. I was very wrong.Though the exact plot is unimportant, The Departed is about the blurred lines that distinguish good guy from bad guy, and cop from robber, in present-day Boston. With a packed cast (which I need not mention) that includes great supporting roles by Martin Sheen and Alec Baldwin, the acting in the departed is stellar. Living-legend Jack Nicholson flawlessly delivers one of his best performances in years as the execrable mob boss Frank Costello. Nicholson's nuanced acting was so on-point that at times I felt like I was actually about to be shot by the slimy capo.The Departed is nothing short of spectacular. Funnier that most comedies, Scorsese is still able to amplify the bloodshed and meticulously deliver a stunning cinematic achievement.Bravo, Mr. Scorsese; you have outdone yourself.",9.0,Anonymous,"Crime, Drama"
Best Scorsese Film.  Period.,"Oh my God.I can say without overstatement that I just saw the most gripping and entertaining American film to come out in at least the past ten years.I was lucky enough to get a pass to an advance screening of The Departed this past weekend in Boston. I wasn't sure what to expect and actually planned on being a little disappointed with all the expectations and hype of such an all-star cast.From the moment the opening credits came up, the movie grabbed me by the neck, ripped me out of my seat and didn't let go until the final scene.Each performance is more masterful than the next. Damon was a tour de force as the lead, tapping every ounce of his acting reservoir for this role. Nicholson creates another classic role to add to his already sterling resume. His mob boss would almost steal every scene he was in, if it not for every other actor being so fantastic However, the biggest surprise for me personally came from Leonardo DeCaprio.Having never warmed up to any of his roles or movies, I found myself blown away by him in this. I'm not sure if it was the material he was given, or if DeCaprio has grown this much as an actor, or a combination of both, but he finally won me over with his role in this instant Scorsese classic. Every character is pitch perfect, every scene is right on the money. The plot builds to a crescendo of such dynamic proportions rarely seen on film. I don't want to give too much away, but I'm still shaken from the ride I was taken on.People go to the movies in the hopes that maybe once in a hundred times you get to experience storytelling so masterful and transcendent that it changes the way you view cinema. This is one of those spectacularly perfect times.Forget Taxi Driver. Forget Raging Bull. Forget Goodfellas. As much as I LOVE those movies and as much as they have affected me in my lifetime, The Departed will hands down be Martin Scorsese's Master Work.",10.0,Anonymous,"Crime, Drama"
Scorsese Does it Again,I think I would enjoy a Scorsese movie about making butter!He's a genius and we are all lucky to have him.Its a good story (a remake) that is largely swept to great heights by the performances of the cast.There are over 2000 review for this movie so I don't think I need to add much.Its really great entertainment that won't let you down.Enjoy!,8.0,Anonymous,"Crime, Drama"
Masterful,"Amazing performances, action, script, production, and directing. Exactly what I expected from this amazing director.",9.0,Anonymous,"Crime, Drama"
This one is about the mark of a great director,"Like i said, this film is about the mark of a great director, in this case a well paced, well written, violent movie with a great choice of songs, a mark that Scorsese is known for doing so well, but this one here is not his best film (not saying it's bad, far from it) but definitely not the one he should have won the oscar for, in my opinion the film that the Academy should give his best director award, was way back for Raging Bull, also not forgetting that he wasn't even nominated for Taxi Driver, but anyway, judging this film, it have a great cast, full of good performances, especially by Leonardo Dicaprio and Mark Wahlberg.Also, this movie is a remake of a 2002 Hong Kong film called Mou gaan dou, the second time that Scorsese did a remake, the first one being Cape Fear (1991).",8.0,Anonymous,"Crime, Drama"
